시도명,시군구명,읍/면/동,어린이보호구역총계,Unnamed: 0,Unnamed: 0.1,설치유무,화재발생횟수,화재발생비율,어린이보호구역수,어린이보호구역비율
광주광역시,광산구,신룡동,,300.0,,0.0,1.0,0.0034013605442176,,
광주광역시,광산구,신촌동,,301.0,,1.0,8.0,0.0272108843537414,,
광주광역시,광산구,쌍암동,,302.0,,0.0,5.0,0.0170068027210884,,
광주광역시,광산구,안청동,,303.0,,0.0,7.0,0.0238095238095238,,
광주광역시,광산구,연산동,,304.0,,1.0,4.0,0.0136054421768707,,
광주광역시,광산구,오산동,,305.0,,0.0,2.0,0.0068027210884353,,
광주광역시,광산구,오선동,,306.0,,0.0,3.0,0.010204081632653,,
광주광역시,광산구,오운동,,307.0,,0.0,1.0,0.0034013605442176,,
광주광역시,광산구,옥동,,308.0,,1.0,5.0,0.0170068027210884,,
광주광역시,광산구,요기동,,309.0,,0.0,1.0,0.0034013605442176,,
광주광역시,광산구,용곡동,,310.0,,0.0,1.0,0.0034013605442176,,
광주광역시,광산구,용동,,311.0,,1.0,3.0,0.010204081632653,,
광주광역시,광산구,용봉동,,312.0,,0.0,2.0,0.0068027210884353,,
광주광역시,광산구,운수동,,313.0,,1.0,3.0,0.010204081632653,,
광주광역시,광산구,월계동,,314.0,,1.0,15.0,0.0510204081632653,,
광주광역시,광산구,월곡동,,315.0,,1.0,11.0,0.0374149659863945,,
광주광역시,광산구,월전동,,316.0,,0.0,4.0,0.0136054421768707,,
광주광역시,광산구,유계동,,317.0,,0.0,4.0,0.0136054421768707,,
광주광역시,광산구,장덕동,,318.0,,0.0,13.0,0.0442176870748299,,
광주광역시,광산구,장록동,,319.0,,0.0,3.0,0.010204081632653,,
광주광역시,광산구,장수동,,320.0,,0.0,2.0,0.0068027210884353,,
광주광역시,광산구,지정동,,321.0,,0.0,4.0,0.0136054421768707,,
광주광역시,광산구,지죽동,,322.0,,0.0,1.0,0.0034013605442176,,
광주광역시,광산구,지평동,,323.0,,0.0,3.0,0.010204081632653,,
광주광역시,광산구,진곡동,,324.0,,0.0,7.0,0.0238095238095238,,
광주광역시,광산구,하산동,,325.0,,0.0,3.0,0.010204081632653,,
광주광역시,광산구,흑석동,,326.0,,0.0,1.0,0.0034013605442176,,
충청북도,진천군,진천읍,,327.0,,1.0,31.0,0.25,12.0,0.33
충청북도,진천군,덕산읍,,328.0,,1.0,0.0,0.0,5.0,0.14
충청북도,진천군,초평면,,329.0,,1.0,17.0,0.13,4.0,0.11
충청북도,진천군,문백면,,330.0,,1.0,16.0,0.13,4.0,0.11
충청북도,진천군,백곡면,,331.0,,1.0,7.0,0.06,2.0,0.06
충청북도,진천군,이월면,,332.0,,0.0,19.0,0.15,6.0,0.17
충청북도,진천군,광혜원면,,333.0,,1.0,11.0,0.09,3.0,0.08
충청북도,진천군,덕산면,,334.0,,0.0,25.0,0.2,0.0,0.0
충청남도,아산시,염치읍,,335.0,,0.0,10.0,0.0346020761245674,,
충청남도,아산시,배방읍,,336.0,,0.0,35.0,0.1211072664359861,,
충청남도,아산시,송악면,,337.0,,1.0,9.0,0.0311418685121107,,
충청남도,아산시,탕정면,,338.0,,0.0,18.0,0.0622837370242214,,
충청남도,아산시,음봉면,,339.0,,1.0,35.0,0.1211072664359861,,
충청남도,아산시,둔포면,,340.0,,1.0,28.0,0.0968858131487889,,
충청남도,아산시,영인면,,341.0,,1.0,26.0,0.0899653979238754,,
충청남도,아산시,인주면,,342.0,,1.0,15.0,0.0519031141868512,,
충청남도,아산시,선장면,,343.0,,1.0,8.0,0.0276816608996539,,
충청남도,아산시,도고면,,344.0,,1.0,12.0,0.0415224913494809,,
충청남도,아산시,신창면,,345.0,,0.0,28.0,0.0968858131487889,,
충청남도,아산시,온양동,,346.0,,0.0,0.0,0.0,,
충청남도,아산시,권곡동,,347.0,,0.0,9.0,0.0311418685121107,,
충청남도,아산시,득산동,,348.0,,0.0,8.0,0.0276816608996539,,
충청남도,아산시,모종동,,349.0,,0.0,7.0,0.0242214532871972,,
충청남도,아산시,방축동,,350.0,,0.0,2.0,0.0069204152249134,,
충청남도,아산시,배미동,,351.0,,0.0,1.0,0.0034602076124567,,
충청남도,아산시,법곡동,,352.0,,0.0,1.0,0.0034602076124567,,
충청남도,아산시,실옥동,,353.0,,0.0,1.0,0.0034602076124567,,
충청남도,아산시,온천동,,354.0,,0.0,18.0,0.0622837370242214,,
충청남도,아산시,용화동,,355.0,,0.0,8.0,0.0276816608996539,,
충청남도,아산시,장존동,,356.0,,0.0,2.0,0.0069204152249134,,
충청남도,아산시,점양동,,357.0,,0.0,1.0,0.0034602076124567,,
충청남도,아산시,좌부동,,358.0,,0.0,1.0,0.0034602076124567,,
충청남도,아산시,초사동,,359.0,,0.0,3.0,0.0103806228373702,,
충청남도,아산시,풍기동,,360.0,,0.0,3.0,0.0103806228373702,,
