시도명,시군구명,읍/면/동,등록인구수,인구밀도,관광지개수
강원도,춘천시,신북읍,8080.0,0.0051751314438552,
강원도,춘천시,동면,20120.0,0.0128865896844514,
강원도,춘천시,동산면,1560.0,0.0009991590411403,
강원도,춘천시,신동면,2594.0,0.0016614221491782,
강원도,춘천시,남면,1123.0,0.0007192664123081,
강원도,춘천시,서면,4071.0,0.0026074208054374,1.0
강원도,춘천시,사북면,2674.0,0.0017126610743649,
강원도,춘천시,북산면,992.0,0.0006353626723149,1.0
강원도,춘천시,동내면,17901.0,0.0114653499970857,
강원도,춘천시,남산면,3742.0,0.0023967007256072,1.0
강원도,춘천시,교동,4369.0,0.0027982858017578,
강원도,춘천시,조운동,3231.0,0.0020694120909772,
강원도,춘천시,약사명동,2758.0,0.0017664619458109,
강원도,춘천시,근화동,9196.0,0.0058899144502095,
강원도,춘천시,소양동,10931.0,0.0070011586401957,
강원도,춘천시,후평1동,13013.0,0.0083346516681792,
강원도,춘천시,후평2동,15730.0,0.010074853664832,
강원도,춘천시,후평3동,18286.0,0.0117119373245467,
강원도,춘천시,효자1동,5073.0,0.0032491883434007,
강원도,춘천시,효자2동,12918.0,0.00827380544452,
강원도,춘천시,효자3동,5335.0,0.0034169958233871,
강원도,춘천시,석사동,38051.0,0.0243711542784822,
강원도,춘천시,퇴계동,44442.0,0.0284645039143336,
강원도,춘천시,강남동,17944.0,0.0114928909193736,
강원도,춘천시,신사우동,20868.0,0.0133656736349469,
