시도명,시군구명,읍/면/동,위도,경도,설치유무
충청남도,아산시,도고면,36.7181492,126.9287643,1
충청남도,아산시,도고면,36.7313815,126.9173099,1
충청남도,아산시,도고면,36.7383717,126.9148701,1
충청남도,아산시,도고면,36.7476559,126.8989148,1
충청남도,아산시,영인면,36.8523986,126.9569495,1
충청남도,아산시,영인면,36.8742974,126.9875672,1
충청남도,아산시,영인면,36.8741003,126.9867999,1
충청남도,아산시,영인면,36.8735046,126.9855753,1
충청남도,아산시,영인면,36.8725433,126.9838438,1
충청남도,아산시,영인면,36.8727725,126.9824378,1
충청남도,아산시,인주면,36.8642283,126.8703243,1
충청남도,아산시,인주면,36.8658845,126.8724143,1
충청남도,아산시,선장면,36.8125766,126.863506,1
충청남도,아산시,선장면,36.7747495,126.871231,1
충청남도,아산시,영인면,36.8531315,126.9575388,1
충청남도,아산시,둔포면,36.9347195,127.0571351,1
충청남도,아산시,둔포면,36.9354718,127.0565306,1
충청남도,아산시,둔포면,36.9338578,127.0581339,1
충청남도,아산시,둔포면,36.928953,127.0394908,1
충청남도,아산시,둔포면,36.9300098,127.0411007,1
충청남도,아산시,둔포면,36.9238122,127.0156251,1
충청남도,아산시,둔포면,36.8886946,127.0313896,1
충청남도,아산시,영인면,36.8538299,126.9575058,1
충청남도,아산시,영인면,36.8534694,126.9575196,1
충청남도,아산시,영인면,36.8525913,126.9573022,1
충청남도,아산시,영인면,36.852103,126.9573497,1
충청남도,아산시,송악면,36.7176418,126.9581306,1
충청남도,아산시,음봉면,36.8425852,127.0603049,1
충청남도,아산시,음봉면,36.8421914,127.0630333,1
충청남도,아산시,음봉면,36.8412669,127.0658362,1
충청남도,아산시,음봉면,36.8408047,127.067146,1
충청남도,아산시,음봉면,36.8434953,127.0751152,1
충청남도,아산시,음봉면,36.8437086,127.0766692,1
충청남도,아산시,음봉면,36.8441061,127.078155,1
충청남도,아산시,음봉면,36.8495008,127.0757486,1
충청남도,아산시,음봉면,36.848435,127.0753716,1
충청남도,아산시,음봉면,36.8426069,127.0781306,1
충청남도,아산시,음봉면,36.8412908,127.0786723,1
충청남도,아산시,음봉면,36.8387622,127.0806891,1
충청남도,아산시,음봉면,36.8374253,127.0834795,1
충청남도,아산시,음봉면,36.838645,127.0832773,1
충청남도,아산시,음봉면,36.8396864,127.0833389,1
충청남도,아산시,음봉면,36.8364937,127.084236,1
충청남도,아산시,음봉면산동,36.8498923,127.097536,1
충청남도,아산시,음봉면산동,36.8313732,127.0966124,1
충청남도,아산시,둔포면,36.9316877,127.0592575,1
충청남도,아산시,둔포면,36.9344749,127.0575302,1
